packageName,url 
net.ays.PROD549581,"['http://2baed83c-1b30-463d-bcf4-cbe17a4d8e4f.appyourself.net/native/index.html?cordova_version=6_0_0', 'http://2baed83c-1b30-463d-bcf4-cbe17a4d8e4f.appyourself.net/native/index.html?cordova_version=6_0_0']"
com.logoh.valeroreeds,"['http://fonts.googleapis.com/css?family=Raleway:400,900,800,700,600,500,300,200,100', 'http://fonts.gstatic.com/s/raleway/v26/1Ptug8zYS_SKggPNyC0IT4ttDfA.woff2']"
de.labcare.stein,['http://appupdate.labuniq.com/stein/manifest.json']
net.minhawebradio.radioacervo,"['http://brlogic-app-android.minhawebradio.net/app/mobile/android/1096/0?__=5', 'http://brlogic-app-android.minhawebradio.net/app/mobile/android/1096/0?__=5', 'http://brlogic-app-android.minhawebradio.net/theme/css']"
com.in.heaven,"['http://www.inheaven.gr/', 'http://www.inheaven.gr/css/style.css', 'http://fonts.googleapis.com/css?family=Permanent+Marker', 'http://ajax.googleapis.com/ajax/libs/jquery/1.5.1/jquery.min.js', 'http://www.inheaven.gr/css/reset.css', 'http://www.inheaven.gr/js/jquery.easing.1.3.js', 'http://www.inheaven.gr/images/default.jpg', 'http://www.inheaven.gr/images/logo.png', 'http://www.inheaven.gr/releases/release_medium_lovesong.jpg', 'http://www.inheaven.gr/releases/release_medium_darchangel.jpg', 'http://www.facebook.com/plugins/likebox.php?href=https%3A%2F%2Fwww.facebook.com%2Finheaven.gr&width=670&height=450&colorscheme=dark&show_faces=true&header=false&stream=false&show_border=false&appId=278888538792982', 'http://www.inheaven.gr/releases/release_medium_withyou.jpg', 'http://www.google-analytics.com/ga.js', 'http://www.inheaven.gr/images/pattern.png', 'http://www.inheaven.gr/images/bg_menu.png', 'http://www.inheaven.gr/images/loader.gif', 'http://www.inheaven.gr/images/close.png', 'http://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1085691548&utmhn=www.inheaven.gr&utmcs=UTF-8&utmsr=393x830&utmvp=393x676&utmsc=24-bit&utmul=en&utmje=0&utmfl=-&utmdt=In%20Heaven&utmhid=1160552840&utmr=-&utmp=%2F&utmht=1648922257599&utmac=UA-3361649-36&utmcc=__utma%3D43332605.1530099898.1648922257.1648922257.1648922257.1%3B%2B__utmz%3D43332605.1648922257.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1271037362&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~', 'http://www.inheaven.gr/favicon.ico']"
com.app.appdb3876ada5bd,"['http://snappy.appypie.com/services/app-user-soap', 'http://snappy.appypie.com/services/angular-soap', 'http://snappy.appypie.com/media/user_space/db3876ada5bd/background/usr_1426833367_img.jpg', 'http://analytics.appypie.com/piwik.php?action_name=&idsite=21411&rec=1&r=911399&h=19&m=59&s=0&url=file%3A%2F%2F%2Fandroid_asset%2Fwww%2Findex.html&_id=5953d1fe84640397&_idts=1648922340&_idvc=1&_idn=1&_refts=0&_viewts=1648922340&cookie=1&res=393x830&gt_ms=73']"
com.rxwikiplus.a4057698585,"['http://fonts.googleapis.com/css?family=Roboto:400,500,700,400italic,500italic,700italic,300,300italic', 'http://feeds.dailyrx.com/pcmi_services/dailyrx/vocab', 'http://feeds.dailyrx.com/pcmi_services/dailyrx/vocab', 'http://www.rxwiki.com/frag/mobile-list/news_story?page=1', 'http://www.rxwiki.com/frag/mobile-list/feature?page=1', 'http://www.rxwiki.com/askrx/search?q=a&json=true&type=search-recent&page=1&limit=20', 'http://ox-d.patientconversation.com/mw/1.0/jstag']"
com.slido.app,"['http://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js', 'http://fonts.googleapis.com/css?family=Roboto:400,500,700,300&subset=latin,cyrillic-ext']"
fussball.liveticker.ergebnisse,"['http://www.meinefussballapp.de/werbecode.php', 'http://fonts.googleapis.com/css?family=Montserrat:400,700', 'http://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700,800', 'http://media.mybet.com/renderImage.aspx?pid=5865551&bid=4002', 'http://meinefussballapp.de/app/getstamm.php', 'http://fonts.googleapis.com/css?family=Montserrat:400,700', 'http://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700,800', 'http://meinefussballapp.de/app/getstamm.php', 'http://www.meinefussballapp.de/werbecode.php', 'http://media.mybet.com/renderImage.aspx?pid=5865551&bid=4002', 'http://fonts.googleapis.com/css?family=Montserrat:400,700', 'http://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700,800', 'http://meinefussballapp.de/app/getstamm.php']"
com.handlebook_sa,"['http://sa.web02.handlebook.com.hk/hb/landing.php', 'http://sa.web02.handlebook.com.hk/hb/landing.php', 'http://sa.web02.handlebook.com.hk/BtoC/css/framework7.ios.min.css', 'http://sa.web02.handlebook.com.hk/BtoC/css/framework7.ios.colors.min.css', 'http://sa.web02.handlebook.com.hk/BtoC/css/my-app.css?20170523', 'http://sa.web02.handlebook.com.hk/BtoC/css/animate.css', 'http://sa.web02.handlebook.com.hk/BtoC/js/jquery-1.8.2.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/js/appro.js?1523934881', 'http://sa.web02.handlebook.com.hk/BtoC/js/framework7.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/js/my-app.js?20170307', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jQuery-File-Upload/js/vendor/jquery.ui.widget.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jQuery-File-Upload/js/jquery.iframe-transport.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jQuery-File-Upload/js/jquery.fileupload.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jQuery-File-Upload/jquery.field.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/masonry.pkgd.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/imagesloaded.pkgd.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jquery-qrcode-master/jquery.qrcode.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/font-awesome-4.3.0/css/font-awesome.min.css', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jquery.field.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/jquery-validation-1.15.0/dist/jquery.validate.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/PhotoSwipe-4.1.0/dist/photoswipe.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/PhotoSwipe-4.1.0/dist/photoswipe-ui-default.min.js', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/PhotoSwipe-4.1.0/dist/photoswipe.css', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/PhotoSwipe-4.1.0/dist/default-skin/default-skin.css', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/Icon-font-7-stroke-PIXEDEN-v-1.2.0/pe-icon-7-stroke/css/pe-icon-7-stroke.css', 'http://connect.facebook.net/en_US/sdk.js', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/template/newsList.php', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/Icon-font-7-stroke-PIXEDEN-v-1.2.0/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff?d7yf1v', 'http://sa.web02.handlebook.com.hk/BtoC/plugin/font-awesome-4.3.0/fonts/fontawesome-webfont.woff2?v=4.3.0', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/img/ring-alt.gif', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_ucqm8ttakaosjazzekuuk1tnmh18xp3h.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_yznx8m3xvsmsqovn7n4e9ai6hpw9otb6.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_48fgdpvd8ei60o5ijr03jb8e2tyob4cb.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_eiscf7i4awom659qr3xmxoc56j817i5x.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_fefx1sj6blplvbronb3mhql9hmcabhy2.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_9f0h9qt39q9ezdby2s0260sdzs7po3ov.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_awlywf2fypwbsm6kj3jkfe4zlvdvksz4.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_rh1z6qhya5hvmsbgno04pxkgdi2qesdf.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/thn_maz102o1t4dunhd8co4vghy5ty7f6gke.jpg', 'http://sa.web02.handlebook.com.hk/BtoC/php/data.php', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/eu5cv0269r4aogblcla9cgzvj5v0hgzf.png', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/ojjfm6g1mq3t03rkvpoyga1hm5m729nw.png', 'http://sa.web02.handlebook.com.hk/favicon.ico', 'http://sa.web02.handlebook.com.hk/BtoC/userimg/upload/3ctlj76jc0y643vwbnrr9kvxwkyucr7e.png']"
it.whiletrue.calciotweet,"['http://memefight.net/_calciotweet/people?callback=jQuery2100940270361047606_1648923503507', 'http://memefight.net/_calciotweet/tweets/1?callback=jQuery2100940270361047606_1648923503507', 'http://pbs.twimg.com/profile_images/948570102240350209/EIdOMUd4_normal.jpg', 'http://pbs.twimg.com/profile_images/654930765663371264/AGh8oRGW_normal.jpg', 'http://pbs.twimg.com/media/DoGn_3LXgAEKm1y.jpg', 'http://pbs.twimg.com/profile_images/925817505284751360/LtVUIIU0_normal.jpg', 'http://pbs.twimg.com/profile_images/838788945471238145/9x7r5E0T_normal.jpg', 'http://pbs.twimg.com/profile_images/998508886813392896/duVuh_n__normal.jpg', 'http://pbs.twimg.com/tweet_video_thumb/DoGimbUWsAAtnkt.jpg', 'http://pbs.twimg.com/media/DoGdSxyVAAARQAC.jpg', 'http://pbs.twimg.com/profile_images/661245443465064448/y5KzKUK6_normal.jpg', 'http://pbs.twimg.com/media/DoGZo3-XcAAI-Ii.jpg', 'http://pbs.twimg.com/profile_images/834462586015981572/kT-_0_gM_normal.jpg', 'http://pbs.twimg.com/media/DoGS78kU4AAqjmI.jpg', 'http://pbs.twimg.com/profile_images/1018769860380315648/crXMv9kw_normal.jpg', 'http://pbs.twimg.com/profile_images/1040619921242300418/Mtvd04e__normal.jpg', 'http://pbs.twimg.com/media/DoGRIctXUAAIPPU.jpg', 'http://pbs.twimg.com/media/DoGPek2W0AAcKsj.jpg', 'http://pbs.twimg.com/profile_images/685826046365708288/eS4I8XmM_normal.jpg', 'http://pbs.twimg.com/profile_images/2298370902/ucfi0d54s3p1cumvu2uy_normal.png', 'http://pbs.twimg.com/profile_images/949287736317444096/mBkOnBLC_normal.jpg', 'http://pbs.twimg.com/profile_images/876788716332875776/Tk9FqM6-_normal.jpg', 'http://pbs.twimg.com/media/DoGKyARWkAE8MIz.jpg', 'http://pbs.twimg.com/media/DoGIyhBXkAAOFiB.jpg', 'http://pbs.twimg.com/profile_images/489836809568784384/rqzDESyF_normal.jpeg', 'http://pbs.twimg.com/profile_images/1014095062475722752/s902vuTI_normal.jpg', 'http://pbs.twimg.com/media/DoGDn7oXgAA976w.jpg', 'http://pbs.twimg.com/media/DoGDFS0W0AEX3e8.jpg', 'http://pbs.twimg.com/media/DoF_9vSXsAEoCzY.jpg', 'http://pbs.twimg.com/media/DoF_e2WXgAAYTWD.jpg', 'http://pbs.twimg.com/media/DoF9aknXsAAhvOI.jpg', 'http://pbs.twimg.com/media/DoF83z2WsAALg1O.jpg', 'http://pbs.twimg.com/media/DoF5whNUYAAUfKb.jpg', 'http://pbs.twimg.com/ext_tw_video_thumb/1045249694400737280/pu/img/omiazfZhBi9s1Lgi.jpg', 'http://pbs.twimg.com/media/DoF1WcCXkAAJ6oc.jpg', 'http://pbs.twimg.com/media/DoFzjaCXUAElHvI.jpg', 'http://pbs.twimg.com/media/DoFyni4W0AAohNi.jpg', 'http://pbs.twimg.com/profile_images/971886736337928193/GYLNTZsM_normal.jpg', 'http://pbs.twimg.com/media/DoFwxEoW0AMWGEj.jpg']"
net.ays.PROD566476,"['http://e8b16e37-2253-4fa1-a230-d72adea0b228.appyourself.net/native/index.html?cordova_version=6_0_0', 'http://e8b16e37-2253-4fa1-a230-d72adea0b228.appyourself.net/native/index.html?cordova_version=6_0_0']"
com.ionicframework.autoshow883429,"['http://app.hablandodesexo.com.mx/api.php/event?transform=1&order=date&page=1,50']"
com.wPBALogistics,"['http://apps.pba-logistics.com/logistik', 'http://apps.pba-logistics.com/logistik', 'http://splash.appioapp.com/?widgetid=2476022&guid=e8fa2598-9d43-4065-9cd7-ad6ac2d297cb&v=1.20&advid=39cb396f-fa39-41f8-b436-cabd6e44d151&limit_ad_tracking_enabled=false&tlat=0.0&tlon=0.0&p=android&action=onstart', 'http://splash.appioapp.com/?widgetid=2476022&guid=e8fa2598-9d43-4065-9cd7-ad6ac2d297cb&v=1.20&advid=39cb396f-fa39-41f8-b436-cabd6e44d151&limit_ad_tracking_enabled=false&tlat=0.0&tlon=0.0&p=android&action=onstart', 'http://apps.pba-logistics.com/favicon.ico']"
com.installme.greece_prayer_times,['http://watchbycountry.com/salaty/calcst.php?anneeinput=2022&moisinput=4&latitudeinput=33.9519347&longitudeinput=-83.357567&Conventioninput=4&Timezoneinput=2&DSTinput=0&multiinput=m']
com.citizenobserver.Clearwater.PD.Tips,['http://ionicframework.com/img/finger.png']
com.mobincube.android.sc_38E7P7,"['http://descargar-free.com/aplicaciones/2_REINA-VALERA/', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/wptouch/themes/foundation/modules/wptouch-icons/css/wptouch-icons.css?ver=2.3.5', 'http://fonts.googleapis.com/css?family=Lato%3A300%2C600%7CRoboto%3A400%2C700%2C400italic%2C700italic&ver=2.3.5', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/wptouch/themes/foundation/modules/pushit/pushit.css?ver=4.2.32', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/wptouch/themes/foundation/default/style.css?ver=3.8.2', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/wptouch/themes/bauhaus/default/style.css?ver=3.8.2', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/jetpack/modules/widgets/top-posts/style.css?ver=20141013', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/jetpack/css/jetpack.css?ver=3.6.3', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-includes/js/jquery/jquery.js?ver=1.11.2', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/wptouch-data/cache/wptouch-04b852d274c1f3d4cd745a9e8e17cae6bf75bd1e.js', 'http://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=202213', 'http://s.gravatar.com/js/gprofiles.js?ver=2022Apraa', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.2.32', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/wptouch-data/icons/plex/games.png', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/wptouch-data/icons/smallicons/label.png', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/wptouch-data/icons/plex/librarydocuments.png', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/uploads/2015/07/santa-biblia.jpg', 'http://stats.wp.com/e-202213.js', 'http://descargar-free.com/aplicaciones/2_REINA-VALERA/wp-content/plugins/wptouch/themes/foundation/modules/wptouch-icons/font/wptouch-icons.woff?64777116', 'http://fonts.gstatic.com/s/lato/v22/S6u9w4BMUTPHh7USSwiPGQ3q5d0.woff2', 'http://s.gravatar.com/dist/css/hovercard.min.css?ver=2022Apraa', 'http://s.gravatar.com/dist/css/services.min.css?ver=2022Apraa', 'http://pixel.wp.com/g.gif?v=ext&j=1%3A3.6.3&blog=95274243&post=28&tz=0&srv=descargar-free.com&host=descargar-free.com&ref=&fcp=2486&rand=0.22447938051237815', 'http://descargar-free.com/favicon.ico']"
